36,274,900,1011,1559,1627,1774,2030,2393,2546,2748,2982,3136,3194,3443,3810,3973,4746,4933,4981,5294,5334,5427,5778,5803,6091,6161,6200,6393,6646,6727,6949,6960,6962,7124,7470,7582,8169,8185,8433,8457,8577,9038,9092,9202,9239,9493,9548,9549,9588,9888,10272,10654,10783,10802,10823,11132,11215,11262,11297,11319,12151,12256,12508,12754,12894,13929,14134,14270,14401,14821,15044,15601,15627,15629,15657,15834,15885,16060,16094,16526,16601,16719,16765,16809,16879,16932,17268,17732,17808,17835,17837,17931,17979,18199,18407,18583,18667,18678,18723
66,274,785,900,1559,2030,2393,3136,3242,3411,3972,3973,4981,5334,5427,5803,6161,6200,6393,6616,6646,6727,6796,6960,6962,7061,7470,7851,8185,8433,8457,8577,9038,9092,9202,9239,9493,9588,9888,10272,10654,10823,11042,11132,11215,11297,11347,11517,11561,12151,12186,12256,12709,12754,13235,13929,14134,14141,14270,14296,14348,14401,14622,14741,14765,15044,15224,15601,15602,15624,15627,15629,15668,15728,15834,15885,16060,16155,16395,16526,16601,16719,16809,16879,16932,16987,17436,17630,17732,17808,17835,17837,17923,17979,18199,18240,18583,18667,18678,18723
66,741,785,900,1384,2030,2393,3136,3411,3540,3673,3973,4207,4510,4981,5684,5803,6161,6200,6393,6646,6727,6806,6810,6960,7072,7470,8185,8433,8457,9092,9202,9239,9266,9355,9493,9588,9979,10272,10451,10511,10800,10823,11103,11139,11215,11297,11517,11561,11650,11730,12085,12186,12256,12475,12842,13196,13788,13929,14134,14296,14348,14741,14742,15044,15246,15345,15475,15601,15602,15624,15629,15668,15676,15677,15728,15834,15885,16060,16155,16336,16601,16719,16879,16932,16987,17436,17592,17630,17808,17835,17837,17923,17979,18240,18346,18583,18667,18678,18721
66,244,446,785,1384,2030,2286,2393,2442,2902,3136,3411,3540,3673,3818,4207,4510,4981,5261,5684,5803,6200,6382,6420,6683,6727,6762,6810,6960,7010,7072,8185,8433,8457,8483,8724,9082,9202,9239,9266,9493,9588,9760,10272,10442,10948,11139,11215,11297,11352,11561,11650,11730,11796,12186,12256,12475,13005,13788,13929,14134,14296,14348,14741,14742,15005,15044,15063,15182,15240,15246,15444,15601,15602,15624,15676,15677,15834,15885,16060,16299,16336,16484,16601,16719,16932,16987,17436,17455,17808,17835,17837,18240,18346,18583,18601,18667,18678,18686,18721
66,446,1384,2030,2393,2407,3005,3094,3136,3204,3540,4207,4366,4510,4981,5261,5327,5684,5696,5803,5864,6198,6200,6310,6382,6420,6530,6683,6727,6762,6810,6960,7001,7010,7072,7265,8185,8204,8433,8457,8724,9202,9239,9266,9400,9493,9588,10184,10272,10380,10439,10870,10948,11215,11328,11352,11650,11730,11884,12209,12475,13005,13381,13788,13929,14117,14134,14296,14927,15005,15063,15081,15182,15186,15240,15246,15444,15602,15624,15676,15834,15885,16060,16299,16336,16484,16719,16932,16944,16987,17436,17455,17808,17837,17938,18583,18601,18667,18678,18721
248,1923,2030,2312,2359,2393,2407,3005,3039,3073,3094,3136,3339,3419,3673,3733,4366,4510,4981,5131,5261,5684,6200,6382,6420,6530,6603,6634,6727,6762,6809,6810,7010,7072,7265,7802,7874,8433,8457,8495,8724,9202,9239,9266,9400,9493,9588,9640,9716,10184,10272,10380,10439,10475,10870,10948,11215,11352,11650,11730,11884,12475,13005,13157,13483,13788,13929,14134,14296,14520,14752,14807,14927,15246,15270,15444,15602,15624,15676,15809,15834,15885,15950,16060,16299,16336,16484,16932,16987,17436,17691,17808,17837,17938,18112,18583,18601,18667,18678,18701
198,248,1005,1923,2030,2312,2407,3005,3073,3094,3136,3339,3363,3419,3603,3673,3733,3785,3956,4131,4366,4386,4510,4926,4981,5131,5261,6200,6382,6530,6583,6634,6697,6727,6762,6809,6810,6894,7072,7265,7746,7759,7802,7830,8092,8433,8457,8724,9202,9239,9266,9493,9588,9640,9846,9868,10123,10272,10380,10870,10948,11215,11352,11386,11650,11884,12249,13005,13409,13483,13510,13929,13958,14134,14296,14790,14807,14914,14927,15246,15444,15624,15670,15676,15885,15963,15990,16060,16092,16336,16932,17436,17586,17808,17837,17938,18343,18601,18667,18678
198,218,898,945,1005,1134,1322,2030,2074,2407,2521,2610,2854,3073,3094,3136,3419,3614,3785,3956,4131,4366,4386,4510,4939,5261,5314,5668,6047,6302,6442,6530,6583,6634,6727,6760,6762,6810,7072,7265,7745,7830,8092,8433,8457,8724,9202,9239,9266,9493,9588,9640,9846,10002,10025,10123,10272,10380,10870,10948,11055,11215,11650,11884,11961,12341,12704,13342,13929,14134,14296,14749,14790,14807,14927,14992,15444,15624,15670,15676,15746,15990,16060,16149,16336,16461,16932,17237,17436,17586,17704,17808,17837,17938,18069,18128,18194,18200,18343,18678
198,218,830,945,1098,1110,1134,1382,1839,1874,2030,2407,2514,2521,2610,2854,3073,3094,3136,3394,3493,3587,3785,3941,3956,4131,4324,4366,4510,4557,5261,5314,5668,5952,6047,6284,6302,6442,6583,6626,6634,6718,6727,6760,6810,7072,7353,7745,7830,8092,8724,9239,9266,9390,9415,9493,9588,9640,10002,10009,10123,10272,10359,10380,10870,11076,11143,11634,11644,11650,11884,12115,12341,12355,12704,12713,13929,14749,14790,14807,14845,14927,15444,15624,15676,15746,16060,16180,17214,17237,17586,17704,17768,17808,17938,18069,18128,18200,18343,18500
28,84,198,668,830,945,1098,1134,1194,1259,1382,1426,1874,2030,2169,2304,2407,2583,2592,2610,3046,3073,3136,3282,3493,3587,3625,3663,3941,4131,4366,4510,4557,5521,5668,6302,6634,6718,6760,7072,7118,7283,7745,7755,7830,8724,8810,9171,9187,9239,9266,9390,9415,9493,9588,9640,10002,10232,10272,10359,10380,10870,11634,11811,11884,12341,12355,12704,13015,13139,13781,13929,14124,14416,14790,14807,14845,14927,14957,15624,15676,15746,15838,16051,16060,16180,16409,17237,17586,17704,17808,17923,17938,17978,18069,18128,18200,18228,18343,18756
28,198,422,668,695,830,912,945,1098,1134,1382,1730,2030,2128,2169,2270,2407,2592,2610,2893,3073,3136,3217,3282,3493,3625,3941,4366,4371,4557,4579,5172,5476,5521,5668,5744,5778,6012,6243,6634,6718,6760,6770,7072,7119,7133,7269,7745,7755,9171,9187,9239,9415,9493,9640,10002,10272,10359,10380,10409,10672,10870,10972,11139,11259,11634,11811,11884,12176,12341,12355,12704,12768,13139,13557,13929,14252,14790,14845,14927,15270,15625,15676,15746,15838,16051,16179,16517,17145,17237,17586,17808,17923,17938,17978,18069,18128,18137,18200,18756
28,198,361,668,695,830,912,1098,1134,1382,2034,2169,2270,2407,2610,3024,3059,3136,3493,3625,3759,3941,4021,4366,4557,4724,4839,5325,5476,5668,5744,5778,5942,6012,6058,6634,6718,6760,6770,7072,7119,7133,7745,7831,7864,8075,8199,9171,9187,9239,9259,9415,9493,9640,10002,10169,10272,10359,10380,10409,10972,11610,11884,12107,12176,12237,12341,12355,12507,12704,12768,13139,13557,13929,13971,13983,14252,14790,14797,14845,14927,14955,15103,15676,15746,15838,17048,17145,17230,17586,17800,17808,17923,17978,18040,18069,18259,18332,18484,18756
28,347,361,668,830,868,1098,1134,1321,1873,2169,2270,2407,2610,3059,3120,3136,3646,3941,4366,4557,4654,4778,4832,4839,5207,5294,5325,5476,5668,5744,5778,6012,6058,6532,6634,6718,7025,7133,7343,7529,7745,7864,8046,8075,8199,8705,9171,9187,9239,9259,9286,9400,9415,9493,9640,9754,10002,10058,10136,10169,10272,10409,10664,10972,11813,12176,12507,12768,13139,13557,13929,14200,14383,14607,14845,15103,15204,15381,15546,15676,15714,15746,15838,16021,16737,17053,17145,17230,17378,17586,17773,17800,17808,17923,17978,18040,18069,18259,18756
28,668,830,868,1098,1321,1578,2169,2237,2363,2407,2610,2676,2872,3059,3136,3646,3941,4047,4355,4366,4557,4671,4778,4839,5246,5325,5476,5744,5778,5932,6058,6234,6532,6634,6718,6938,6945,7025,7133,7343,7482,7824,8075,8351,8529,8705,8990,9171,9239,9286,9386,9400,9415,9493,9640,9886,10169,10272,10409,10972,11266,11686,11813,12201,12209,12256,12507,12626,12892,13139,13557,13929,14120,14200,14331,14383,14845,14925,15044,15103,15381,15467,15676,15714,15746,15838,15923,16021,17093,17145,17586,17773,17800,17978,17984,18069,18325,18701,18756
28,540,668,830,868,1098,1321,2028,2169,2199,2237,2363,2445,2595,2610,2676,3059,3136,3226,3646,3941,4021,4355,4557,4839,5246,5476,5741,5744,5933,6058,6234,6634,6718,6905,6938,6945,7196,7202,7802,7824,8705,8990,9171,9239,9286,9386,9493,9515,10272,10628,10657,10923,10972,11266,11349,11520,11686,11813,12209,12247,12256,12507,12626,12662,12892,13041,13139,13511,13557,13884,13929,14120,14169,14331,14383,14845,14925,15044,15187,15192,15628,15676,15714,15746,15838,15923,16381,17145,17404,17586,17773,17800,17978,17984,18069,18118,18325,18701,18756
84,271,540,630,668,830,868,1098,1321,1839,2028,2131,2199,2363,2445,2610,2676,3059,3136,3324,3393,3646,3722,3941,4021,4571,4692,4839,5246,5476,5741,5744,6243,6373,6634,6718,6776,6905,6938,6945,6998,7824,8518,8705,8990,9239,9286,9493,9515,9953,10272,10358,10628,10733,10857,10972,11266,11349,11481,11520,11593,11813,11815,12186,12209,12247,12256,12507,12626,12662,12691,12786,12892,12900,13041,13139,13511,13557,13884,14383,14628,14692,14925,15187,15345,15676,15714,15746,15838,16381,16675,17145,17404,17586,17978,17984,18118,18221,18325,18701
84,266,271,540,668,830,868,1086,1098,1224,1560,1753,2028,2199,2445,2610,2676,3113,3136,3149,3153,3646,3796,4021,4571,4756,4839,5246,5474,5741,5744,6243,6293,6373,6634,6704,6718,6776,6905,6938,6945,6972,6998,7023,7824,7937,8518,8712,9125,9239,9286,9493,9725,9806,9883,9953,9999,10295,10358,10659,10733,10972,11481,11813,11949,12186,12209,12247,12626,12662,12892,13139,13364,13511,13557,13911,14132,14215,14383,14724,14925,15118,15187,15302,15345,15657,15676,15746,16299,16478,16559,16675,16882,17145,17586,17978,17984,18260,18325,18701
84,224,266,271,302,540,668,783,830,961,1086,1098,1630,1753,2199,2378,2445,2610,2844,2912,3113,3136,3149,3153,3324,3646,3808,4636,4756,4839,5246,5635,5741,5744,5925,6023,6293,6621,6704,6718,6776,6783,6905,6938,6945,7792,7824,8169,8491,8518,9239,9366,9493,9725,9883,9999,10555,10659,10948,10972,11039,11748,11813,11949,12138,12209,12247,12389,12531,12534,13139,13302,13364,13511,13634,13704,14132,14383,14724,14925,15105,15118,15187,15302,15345,15676,15733,15746,15986,16148,16244,16299,16882,16916,16981,17438,17586,17984,18118,18660
224,266,271,536,668,783,830,1098,1547,1753,2199,2378,2610,3136,3153,3158,3646,3947,4131,4839,5246,5552,5635,5680,5741,5764,5925,6023,6254,6489,6499,6621,6704,6718,6838,6905,6945,7588,7792,7824,8169,8402,8491,8677,9199,9239,9329,9366,9385,9493,9883,9999,10659,10711,10948,11037,11039,11487,11621,11813,11911,11949,12087,12209,12247,12354,12531,12534,12958,13139,13364,13511,13704,13881,14122,14132,14724,14887,14925,15046,15105,15118,15302,15676,15713,15733,15889,15986,16123,16148,16916,16981,17438,17586,17764,17984,18118,18309,18584,18660
84,224,266,271,536,668,830,995,1848,2276,2378,2539,2610,3136,3153,3158,3492,3646,4131,4669,4874,5246,5307,5552,5617,5635,5741,5925,5952,5975,6023,6489,6499,6704,6718,6905,6945,7289,7427,7631,7792,7835,7911,8402,8491,8677,9103,9199,9239,9493,9602,9883,10659,11039,11141,11285,11487,11813,11990,12087,12209,12247,12308,12354,12534,12725,12958,13139,13344,13364,13398,13511,13944,14122,14724,14887,14925,15105,15118,15612,15676,15733,15911,15946,15986,16123,16148,16313,16588,16916,16981,17277,17586,17764,17984,18118,18190,18197,18404,18715
84,224,266,271,536,668,830,851,1272,1441,1469,2058,2378,2539,2610,2944,3028,3153,3646,4131,4669,5617,5741,5744,5925,5952,5975,6023,6161,6489,6499,6591,6704,6718,6783,6905,6945,6962,7427,7518,7631,7685,8402,8491,8573,8599,8677,9103,9199,9239,9493,9883,10361,10565,10659,10864,10987,11039,11088,11433,11487,11813,12080,12141,12209,12247,12308,12354,12626,12725,12958,13139,13344,13364,13398,13504,13511,13724,14122,14367,14709,14791,14925,15118,15344,15470,15612,15676,15839,15986,16148,16313,16588,17586,17984,18118,18446,18584,18665,18715
84,224,266,271,668,830,1272,1469,1953,2058,2378,2540,2610,2944,3028,3153,3565,4093,4669,4968,5455,5707,5741,6161,6197,6489,6704,6718,6901,6945,6962,7046,7427,7518,7685,7937,8402,8491,8693,9103,9199,9239,9419,9493,9806,9846,10041,10361,10437,10659,10864,10909,10999,11039,11143,11487,11813,11827,12080,12209,12247,12354,12725,12958,13139,13364,13398,13504,13511,13551,13664,13714,13724,14097,14122,14248,14349,14452,14709,14791,14925,15118,15344,15470,15612,15676,15819,15839,15859,15986,16148,16313,16818,17514,17536,17984,18118,18584,18610,18665
224,266,668,830,1151,1208,1272,1359,1576,1733,1953,1984,2442,2610,2944,3028,3153,3565,4272,4669,4765,4926,4968,5353,5455,5523,5539,5707,5741,6161,6271,6489,6549,6704,6945,6953,7026,7073,7427,7518,7528,7616,7714,7718,8021,8448,8491,8679,8693,8774,9103,9199,9239,9419,9493,10041,10158,10361,10472,10659,10864,10999,11039,11487,11741,11813,11827,12065,12080,12209,12247,12725,12958,13139,13504,13511,13664,13724,14086,14349,14436,14452,14468,14709,14925,15109,15118,15275,15344,15612,15986,16148,16818,17514,17536,17702,17984,18118,18610,18665
224,370,668,830,966,1151,1208,1359,1576,1953,2442,2610,3014,3028,3153,3485,4272,4669,4737,4765,4968,5289,5455,5539,5741,6161,6271,6489,6549,6704,6863,6945,6953,6990,7528,7714,7718,8021,8202,8491,8693,8774,8987,9103,9239,9378,9419,9493,10058,10158,10212,10288,10361,10384,10472,10659,10864,10989,11741,11786,11813,11827,12080,12209,12247,12288,12725,12958,13139,13307,13511,14295,14436,14709,15118,15344,15455,15560,15612,15635,15778,15874,15986,16148,16818,17416,17493,17536,17702,17704,17961,17984,18329,18407,18432,18545,18562,18584,18610,18665
224,370,391,603,668,830,966,1025,1208,1357,1359,1576,2610,2735,3153,3485,4518,4699,4765,4968,5436,5539,5576,5596,5741,6161,6271,6549,6704,6945,6953,6990,7090,7296,7385,7714,7718,8202,8339,8569,8693,9051,9103,9239,9345,9419,10158,10212,10288,10328,10361,10472,10659,10864,10899,10989,11053,11741,11813,12080,12151,12247,12725,12786,12806,12958,13139,13239,13307,13332,14436,14971,15040,15118,15455,15560,15651,15778,15874,15986,16148,17054,17150,17287,17456,17492,17536,17627,17702,17704,17961,18100,18407,18432,18523,18545,18562,18610,18665,18755
224,370,391,603,668,830,1025,1357,1359,1569,1576,2610,3136,3153,3895,4054,4518,4685,4765,4955,4968,5021,5436,5476,5576,5741,5878,6161,6271,6467,6549,6945,6990,7090,7296,7385,7714,7974,8339,8633,8693,8769,9040,9051,9070,9103,9239,9345,10212,10288,10328,10361,10472,10659,10864,10989,11053,11329,11444,11447,11741,11813,11831,12080,12502,12725,12806,12918,13139,13332,13371,14169,14323,14436,14971,15118,15560,15630,15651,15778,15874,15986,16029,16148,16585,16967,17287,17456,17492,17502,17536,17627,17961,18261,18407,18545,18562,18610,18665,18755
224,370,603,668,830,1025,1357,1501,1569,1953,2610,3136,3153,3188,3525,3662,3895,4054,4178,4955,4968,5032,5094,5741,5878,6161,6188,6190,6223,6271,6396,6467,6866,6905,6990,7296,7385,7714,7788,7952,8328,8339,8633,8693,8769,9040,9051,9103,9239,9345,9464,10328,10361,10472,10659,10864,10890,10911,11532,11813,12080,12121,12161,12725,12806,12893,12918,13139,13332,13872,14169,14253,14323,14436,14971,15118,15494,15560,15630,15651,15778,15874,15986,16235,16310,16410,16582,16585,16967,17068,17266,17287,17456,17536,17828,18109,18545,18562,18571,18665
70,87,224,370,603,675,830,1025,1357,1569,2610,3153,3525,3895,4062,4178,4191,4329,4968,4979,5094,5544,5741,6188,6190,6458,6467,6866,6990,7059,7296,7385,7559,7714,7788,7952,8275,8328,8495,9002,9051,9176,9239,9263,9345,9464,9925,10251,10472,10482,10623,10659,10864,11310,11532,11589,11813,12121,12161,12506,12520,12725,12806,12952,13139,13332,13872,14169,14253,14323,14436,14448,14971,15118,15450,15778,15874,15888,15986,16235,16310,16331,16502,16551,16585,16609,16967,17036,17068,17266,17287,17492,17627,17828,17905,18012,18109,18562,18571,18715
70,87,224,370,388,675,830,1025,1272,1357,1569,1808,1937,2610,3111,3153,3525,3543,3558,3699,3895,4289,4595,4820,4968,4979,5164,5729,5741,6013,6055,6221,6323,6458,6866,6990,7041,7059,7296,7385,7559,7952,8275,8495,8691,9062,9176,9239,9263,9402,9547,10472,10482,10623,10659,10864,10987,11113,11513,11532,11589,11813,12121,12161,12520,12774,12806,12952,13075,13139,13332,13574,14169,14323,14430,14896,15118,15450,15778,15874,15986,16310,16331,16442,16502,16551,16585,16609,16902,16967,17036,17266,17287,17985,18033,18091,18105,18562,18601,18715
70,87,125,224,370,388,830,880,1025,1325,1357,1569,1680,1808,2610,3136,3153,3264,3525,3558,3680,3699,3721,3895,3941,4289,4461,4805,4820,4968,5056,5131,5164,5729,5741,5886,6129,6221,6568,6609,6866,6990,7059,7385,7559,7588,7952,8238,8461,8488,8691,9062,9239,9372,9402,9547,9744,9999,10472,10584,10623,10659,10751,10987,11513,11589,11813,12225,12470,12806,12875,12952,12962,12983,13075,13139,13189,13574,13621,13985,14169,14323,14430,14896,15118,15351,15450,15778,15874,16310,16442,16716,16967,17287,17415,18033,18091,18139,18562,18715
Total Sample Time972.582  Total code Gen Time:0.000329733  Total insert Time:0.00288439
|972.582|0.000329733|0.00288439|
Program successfully terminated
